"actiongames.games.beachfootball","10","208.109.104.142","/android/sdkbanner.aspx","'B_wifi':'0','B_language':'English','B_make':'unknown','B_gender':'NA','B_vb':'0','B_imei':'','B_age':'NA','B_id':'','B_dob':'NA','B_bg':'1','B_gp':'1','B_mcc':'310','B_carrier':'Android','B_email':'NA','B_ua':'Mozilla/5.0 (Linux; Android 7.1.1; Android SDK built for x86 Build/NYC; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.100 Mobile Safari/537.36','B_appver':'1.10','B_appname':'Beach Football','B_package':'actiongames.games.beachfootball','B_name':'NA','B_long':'NA','B_lat':'NA','B_osver':'7.1.1','B_mnc':'260','B_adid':'null','B_aid':'72aac88b03ddac18','B_cs':'1','B_network':'4G','B_model':'Android SDK built for x86','B_isd':'1','B_istab':'0','B_orientation':'LANDSCAPE','B_countrycode':'US','B_languagecode':'EN','B_zip':'NA'","2017-07-07 15:17:54"
"actiongames.games.beachfootball","10","ads.admarvel.com","/fam/view.php","'H_X-Requested-With':'actiongames.games.beachfootball','U_p___pid_828215c3a8bc31d8__sid_198776|198778|169939|75004__bid_1482850|1553336|1553336|1553336__cb_bIteJ6RMKy6kekY__h_1499455265__acp_bf05e4dd93fce678d74a1cc7d943b0c9__rbid_414__ek_d4cd46b6c8f2e193406d5c472683f5f3-20170707-19:06b73be9c46441e375bd3cb59da8a55f-20170707-19__r_US5vd3VZV3gjcy5Sd3RSdXV0fHYucnRUWHR3I08uT09ST28ydnxTLnhzUVJ3eVQjby52dnR5dFdWdHx1LnFPUFZTdyN0LlNweXNQWHk___crid_1482850__cid_201550__s':'b27eb732539b589f7642867dcdac5d05'","2017-07-07 15:22:27"
"actiongames.games.beachfootball","10","graph.facebook.com","/v2.4/","'U_fields':'supports_implicit_sdk_logging,gdpv4_nux_content,gdpv4_nux_enabled,android_dialog_configs,android_sdk_error_categories','U_format':'json','U_sdk':'android'","2017-07-07 15:17:54"
"actiongames.games.beachfootball","10","graph.facebook.com","/v2.4//activities","'H_Transfer-Encoding':'chunked','U_format':'json','U_sdk':'android'","2017-07-07 15:17:54"
"actiongames.games.beachfootball","10","haggler-adcolony027-us-e-ec2.liftoff.io","/adcolony/beacon","'U_creative_id':'28982','U_channel_id':'28','H_X-Requested-With':'actiongames.games.beachfootball','U_ad_group_id':'32128','U_auction_id':'bIteJ6RMKy9qTMS'","2017-07-07 15:22:27"
"actiongames.games.beachfootball","10","haggler-adcolony027-us-e-ec2.liftoff.io","/adcolony/win_notice","'U_source_app_store_id':'actiongames.games.cbb','U_auction_price':'1.548','U_creative_id':'28982','U_device_id_sha1':'ae9107b4b089c971ff25fa89df70b835eebe1c5c','U_channel_id':'28','H_X-Requested-With':'actiongames.games.beachfootball','U_ad_group_id':'32128','U_auction_id':'bIteJ6RMKy9qTMS','U_bid_ts':'1499455265759'","2017-07-07 15:22:27"
"actiongames.games.beachfootball","10","init.startappexchange.com","/1.4/getadsmetadata","'U_userAdvertisingId':'daaabd45-b1b9-4c05-afb4-e9271d9915a5','U_advertisingIdSource':'APP','U_ispName':'Android','U_publisherId':'111264288','U_manufacturer':'unknown','U_paidAmount':'0.0','U_height':'1080','U_inputLangs':'en_US','U_productId':'211865705','U_netOper':'UiszMjsg','U_payingUser':'false','U_model':'Android SDK built for x86','U_silev':'2','U_grid':'13','U_width':'1794','U_totalSessions':'0','U_reason':'LAUNCH','U_density':'2.625','U_deviceVersion':'25','U_isp':'310260','U_cellSignalLevel':'2','U_clientSessionId':'431df6fb-3a5e-4dde-9da2-29335a255136','U_daysSinceFirstSession':'0','U_sdkId':'3','U_packageId':'actiongames.games.beachfootball','U_sdkVersion':'3.4.3','U_apkHash':'735B7744BB796B09CC203C425B38278EC2E2F8B976C6FDEA990BA41FB5F95E23','U_locale':'en_US','U_outsource':'true','U_appVersion':'1.10','U_os':'android','U_appCode':'10'","2017-07-07 15:17:54"
"actiongames.games.beachfootball","10","www.gamelogic.in","/android/bgdata.aspx","'B_wifi':'0','B_language':'English','B_make':'unknown','B_gender':'NA','B_vb':'0','B_imei':'','B_age':'NA','B_id':'1053','B_dob':'NA','B_bg':'1','B_gp':'1','B_mcc':'310','B_carrier':'Android','B_email':'NA','B_ua':'Mozilla/5.0 (Linux; Android 7.1.1; Android SDK built for x86 Build/NYC; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.100 Mobile Safari/537.36','B_appver':'1.10','B_appname':'Beach Football','B_package':'actiongames.games.beachfootball','B_name':'NA','B_long':'NA','B_lat':'NA','B_osver':'7.1.1','B_mnc':'260','B_adid':'daaabd45-b1b9-4c05-afb4-e9271d9915a5','B_timer':'1','B_aid':'72aac88b03ddac18','B_cs':'1','B_network':'4G','B_model':'Android SDK built for x86','B_isd':'1','B_istab':'0','B_orientation':'LANDSCAPE','B_countrycode':'US','B_languagecode':'EN','B_zip':'NA'","2017-07-07 15:17:54"
"actiongames.games.beachfootball","10","www.gamelogic.in","/android/iads.aspx","'B_wifi':'0','B_language':'NA','B_make':'NA','B_gender':'NA','B_vb':'0','B_imei':'','B_age':'NA','B_id':'','B_dob':'NA','B_bg':'0','B_gp':'1','B_mcc':'NA','B_carrier':'NA','B_email':'NA','B_ua':'NA','B_appver':'NA','B_appname':'NA','B_package':'actiongames.games.beachfootball','B_name':'NA','B_long':'NA','B_lat':'NA','B_osver':'NA','B_mnc':'NA','B_adid':'daaabd45-b1b9-4c05-afb4-e9271d9915a5','B_aid':'72aac88b03ddac18','B_cs':'1','B_network':'NA','B_model':'NA','B_isd':'NA','B_istab':'NA','B_orientation':'NA','B_countrycode':'NA','B_languagecode':'NA','B_zip':'NA'","2017-07-07 15:17:54"
"actiongames.games.beachfootball","10","www.gamelogic.in","/android/jsads1.aspx","'B_wifi':'0','B_language':'English','B_make':'unknown','B_gender':'NA','B_vb':'0','B_imei':'','B_age':'NA','B_id':'','B_dob':'NA','B_bg':'0','B_gp':'1','B_mcc':'310','B_carrier':'Android','B_email':'NA','B_ua':'Mozilla/5.0 (Linux; Android 7.1.1; Android SDK built for x86 Build/NYC; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.100 Mobile Safari/537.36','B_appver':'1.10','B_appname':'Beach Football','B_package':'actiongames.games.beachfootball','B_name':'NA','B_long':'NA','B_lat':'NA','B_osver':'7.1.1','B_mnc':'260','B_adid':'null','B_aid':'72aac88b03ddac18','B_cs':'1','B_network':'4G','B_model':'Android SDK built for x86','B_isd':'1','B_istab':'0','B_orientation':'LANDSCAPE','B_countrycode':'US','B_languagecode':'EN','B_zip':'NA'","2017-07-07 15:17:54"
